,t,hat_beta_t,argmax_Wit,top_agent_wealth_ratio,top_10p_wealth_ratio,state_t,k_ast_t,Gamma_t,gamma_period_t,gamma_star_t,r_bar_t
0,0.0,0.49999999999999994,0.0,9.999000099990002e-05,0.0999900009999,0.0,-1.0,0.0,0.0,17.23311891554606,0.8083534566797812
1,1.0,0.5046738317756996,1.0,0.00010279345897185975,0.10251339352046099,0.0,1.9259259259259258,0.0,0.0,17.238744613168166,0.8087181656492477
2,2.0,0.5093452143200187,1.0,0.00010564782996071318,0.10507319150688627,0.0,1.9259259259259258,0.0,0.0,17.152850873038155,0.803123693118546
3,3.0,0.5140126827121804,1.0,0.00010855303352801939,0.10766898094462034,0.0,1.9259259259259258,0.0,0.0,17.167106983999336,0.8040561037590389
4,4.0,0.5186747781714431,1.0,0.00011150895747885804,0.11030031983984714,0.0,1.9259259259259258,0.0,0.0,16.991314801926034,0.7924492359951301
5,5.0,0.5233300502190074,1.0,0.00011451545811224002,0.1129667388669535,0.0,1.9259259259259258,0.0,0.0,17.206206479052895,0.8066054480096704
6,6.0,0.527977058812277,1.0,0.00011757236054104397,0.11566774207591868,0.0,1.9259259259259258,0.0,0.0,16.993630481400224,0.7926036920254775
7,7.0,0.5326143764445916,1.0,0.00012067945908009455,0.11840280765706268,0.0,1.9259259259259258,0.0,0.0,16.85243947317735,0.7831086329213939
8,8.0,0.5372405902037517,1.0,0.00012383651770070178,0.12117138876035788,0.0,1.9259259259259258,0.0,0.0,17.096358876886445,0.7994135850264282
9,9.0,0.5418543037829394,1.0,0.00012704327054969245,0.12397291436626384,0.0,1.9259259259259258,0.0,0.0,17.128412534719335,0.8015217104027014
10,10.0,0.5464541394377426,1.0,0.0001302994225307114,0.1268067902048668,0.0,1.9259259259259258,0.0,0.0,17.325673552393116,0.8143235861370024
11,11.0,0.5510387398835258,1.0,0.0001336046499453243,0.129672399719929,0.0,1.9259259259259258,0.0,0.0,16.98139075793141,0.7917868242587711
12,12.0,0.555606770127508,1.0,0.00013695860119121146,0.1325691050742767,0.0,1.9259259259259258,0.0,0.0,16.87492082168835,0.7846311333301315
13,13.0,0.5601569192303939,1.0,0.0001403608975145361,0.13549624819284248,0.0,1.9259259259259258,0.0,0.0,17.0498258379974,0.7963390643206951
14,14.0,0.5646879019927091,1.0,0.00014381113381337855,0.13845315183954818,0.0,1.9259259259259258,0.0,0.0,17.197503292864628,0.8060389905211763
15,15.0,0.5691984605614532,1.0,0.00014730887948894792,0.14143912072413836,0.0,1.9259259259259258,0.0,0.0,17.148740277379982,0.8028545546332397
16,16.0,0.5736873659530451,1.0,0.00015085367934113738,0.14445344263499543,0.0,1.9259259259259258,0.0,0.0,17.279079086062165,0.8113260584599353
17,17.0,0.5781534194889933,1.0,0.0001544450545048552,0.14749538959393715,0.0,1.9259259259259258,0.0,0.0,17.261356719762247,0.8101816902941088
18,18.0,0.5825954541411978,1.0,0.00015808250342346224,0.15056421902897274,0.0,1.9259259259259258,0.0,0.0,16.858237068029442,0.783501650983014
19,19.0,0.5870123357841535,1.0,0.00016176550285555564,0.1536591749609911,0.0,1.9259259259259258,0.0,0.0,17.3054085076801,0.8130218733742599
20,20.0,0.5914029643518932,1.0,0.00016549350891127275,0.15677948920038667,0.0,1.9259259259259258,0.0,0.0,17.12553183581789,0.8013325735035097
21,21.0,0.5957662748978659,1.0,0.00016926595811427055,0.15992438254967628,0.0,1.9259259259259258,0.0,0.0,16.798554781017952,0.7794428200683997
22,22.0,0.6001012385564687,1.0,0.00017308226848549015,0.16309306600822027,0.0,1.9259259259259258,0.0,0.0,16.97162561916005,0.7911342629801801
23,23.0,0.6044068634053628,1.0,0.0001769418406448397,0.16628474197525236,0.0,1.9259259259259258,0.0,0.0,17.251780631867977,0.8095623649562826
24,24.0,0.608682195228153,1.0,0.000180844058926954,0.16949860544752668,0.0,1.9259259259259258,0.0,0.0,17.056008002533773,0.7967484972803613
25,25.0,0.6129263181774662,1.0,0.00018478829250721514,0.17273384520800858,0.0,1.9259259259259258,0.0,0.0,17.206875604618514,0.8066489751417953
26,26.0,0.6171383553388272,1.0,0.00018877389653431577,0.17598964500217806,0.0,1.9259259259259258,0.0,0.0,17.13196402872913,0.8017548018818409
27,27.0,0.6213174691961963,1.0,0.0001928002132656939,0.1792651846986629,0.0,1.9259259259259258,0.0,0.0,17.17409661483633,0.8045126899818822
28,28.0,0.62546286200037,1.0,0.00019686657320228956,0.1825596414310734,0.0,1.9259259259259258,0.0,0.0,17.187541779285695,0.8053899291802841
29,29.0,0.6295737760418327,1.0,0.00020097229621918874,0.1858721907181074,0.0,1.9259259259259258,0.0,0.0,17.37158725658795,0.8172615894557261
30,30.0,0.6336494938299753,1.0,0.0002051166926888349,0.18920200755915517,0.0,1.9259259259259258,0.0,0.0,17.05072839173778,0.7963988572411854
31,31.0,0.6376893381809441,1.0,0.00020929906459364237,0.19254826750283655,0.0,1.9259259259259258,0.0,0.0,17.343700264728625,0.8154789644763991
32,32.0,0.6416926722166544,1.0,0.00021351870662499002,0.1959101476860943,0.0,1.9259259259259258,0.0,0.0,16.902628959876502,0.7865020348272733
33,33.0,0.6456588992777657,1.0,0.00021777490726575336,0.19928682784169205,0.0,1.9259259259259258,0.0,0.0,17.036919538034457,0.7954833470158427
34,34.0,0.6495874627536985,1.0,0.00022206694985367137,0.20267749127212167,0.0,1.9259259259259258,0.0,0.0,17.05307780330598,0.7965544727841609
35,35.0,0.6534778458329739,1.0,0.0002263941136230688,0.20608132578820457,0.0,1.9259259259259258,0.0,0.0,17.198860999185804,0.8061273962342798
36,36.0,0.6573295711773292,1.0,0.00023075567472258596,0.2094975246108007,0.0,1.9259259259259258,0.0,0.0,17.200745173104725,0.806250059244682
37,37.0,0.6611422005232609,1.0,0.0002351509072068002,0.2129252872343106,0.0,1.9259259259259258,0.0,0.0,16.99973873644943,0.7930109112989571
38,38.0,0.6649153342147973,1.0,0.00023957908399979054,0.21636382025082154,0.0,1.9259259259259258,0.0,0.0,17.333279348632146,0.8148113542462686
39,39.0,0.6686486106713424,1.0,0.0002440394778288826,0.21981233813396456,0.0,1.9259259259259258,0.0,0.0,16.78902801276099,0.7787922595444835
40,40.0,0.6723417057946528,1.0,0.0002485313621270201,0.2232700639817373,0.0,1.9259259259259258,0.0,0.0,16.979037033974517,0.7916296038952896
