,t,hat_beta_t,argmax_Wit,top_agent_wealth_ratio,top_10p_wealth_ratio,state_t,k_ast_t,Gamma_t,gamma_period_t,gamma_star_t,r_bar_t
0,0.0,0.49979513892068006,0.4848,0.0001993382942821241,0.18907728652034494,0.0,-1.0,0.0,0.0,93.46922262695126,0.8038570042836001
1,1.0,0.5044783956370226,0.9369,0.00020402885562485363,0.18921091572273316,0.0,1.0,0.0,0.0,85.2607705184517,0.7849734031037671
2,2.0,0.5091592274433704,0.9369,0.00020897489308876246,0.189747349556884,0.0,1.0,0.0,0.0,95.83210218958922,0.8086931945094596
3,3.0,0.5138361619261134,0.9697,0.00021420005103086118,0.19076092965641395,0.0,1.0,0.0,0.0,104.95133411930088,0.8253158619928227
4,4.0,0.5185077328461019,0.9697,0.00021967128597399815,0.19223322083138472,0.0,1.0,0.0,0.0,90.16205594381722,0.796662430315948
5,5.0,0.5231724823187064,0.9697,0.00022522331756445415,0.19409177230280572,0.0,1.0,0.0,0.0,89.83671329838485,0.7959260455974079
6,6.0,0.5278289629659587,0.9697,0.00023085534938267546,0.1962392351980068,0.0,1.0,0.0,0.0,96.0569358663617,0.8091409728201261
7,7.0,0.5324757400337875,0.9865,0.0002366372705558389,0.1986324962183551,0.0,1.0,0.0,0.0,83.28836922466077,0.7798812306688191
8,8.0,0.5371113934676109,0.9865,0.00024265093952561984,0.20117962329618091,0.0,1.0,0.0,0.0,83.2523811157566,0.7797860783364008
9,9.0,0.541734519939767,0.999,0.0002487971938651349,0.20386478427780844,0.0,1.0,0.0,0.0,90.52485174127943,0.7974773448320014
10,10.0,0.5463437348224949,0.999,0.0002551617217776563,0.2066593015109704,0.0,1.0,0.0,0.0,90.39175425621033,0.7971791400201336
11,11.0,0.5509376741006047,0.999,0.0002616216008658448,0.20954847469041923,0.0,1.0,0.0,0.0,93.35851111960336,0.803624403244326
12,12.0,0.5555149962181118,0.999,0.0002681761192435161,0.21251422659184258,0.0,1.0,0.0,0.0,96.93629534344261,0.810872354174679
13,13.0,0.5600743838536834,0.999,0.00027482451186588844,0.21555147599663296,0.0,1.0,0.0,0.0,94.82882552284589,0.8066691933359807
14,14.0,0.5646145456199504,0.999,0.0002815659621312274,0.21867355309644143,0.0,1.0,0.0,0.0,91.91772834349366,0.8005462747640777
15,15.0,0.5691342176822924,0.999,0.0002883996035757942,0.22185864626540844,0.0,1.0,0.0,0.0,94.04969467915862,0.8050675932986735
16,16.0,0.573632165292976,0.999,0.0002953245216552685,0.2251007474716763,0.0,1.0,0.0,0.0,92.6938265166136,0.8022162421998251
17,17.0,0.5781071842371203,0.999,0.00030233975560554525,0.22838665844982178,0.0,1.0,0.0,0.0,99.69307037437477,0.816102229929456
18,18.0,0.5825581021873025,0.999,0.00030944430037563493,0.23173133054896697,0.0,1.0,0.0,0.0,88.63255681176713,0.7931535093558382
19,19.0,0.5869837799640992,0.999,0.0003166371086252022,0.23511623093310752,0.0,1.0,0.0,0.0,97.23524570401237,0.8114538282842348
20,20.0,0.5913831127003366,0.999,0.0003239170927791681,0.2385370448336313,0.0,1.0,0.0,0.0,87.53059660987734,0.7905494302175873
21,21.0,0.5957550309073147,0.999,0.0003312831271317504,0.24199377447516432,0.0,1.0,0.0,0.0,91.8926533701997,0.800491849337776
22,22.0,0.6000985014416318,0.999,0.00033873404999225723,0.24549169997940262,0.0,1.0,0.0,0.0,94.55553970988828,0.8061104257922596
23,23.0,0.604412528371799,0.999,0.00034626866586497795,0.24901648440625956,0.0,1.0,0.0,0.0,97.94525176010326,0.8128206012657249
24,24.0,0.6086961537442238,0.999,0.0003538857476555857,0.2525747243265783,0.0,1.0,0.0,0.0,91.7171641292553,0.8001101156213628
25,25.0,0.6129484582485845,0.999,0.00036158403889652654,0.25616053256532356,0.0,1.0,0.0,0.0,91.86720815763744,0.8004365899323438
26,26.0,0.6171685617830576,0.999,0.000369362255984045,0.2597568250725191,0.0,1.0,0.0,0.0,89.40299611781371,0.7949360297816643
27,27.0,0.6213556239202471,0.999,0.0003772190904196226,0.26337477092967043,0.0,1.0,0.0,0.0,92.67261081220614,0.8021709632149632
28,28.0,0.6255088442750499,0.999,0.00038515321104883764,0.2670154887560749,0.0,1.0,0.0,0.0,94.42911878825105,0.8058508480372012
29,29.0,0.6296274627761033,0.999,0.00039316326629088266,0.27067515597941344,0.0,1.0,0.0,0.0,97.05024086166898,0.8110944066644323
30,30.0,0.6337107598427402,0.999,0.00040124788635221247,0.2743478601127684,0.0,1.0,0.0,0.0,96.19969333411461,0.8094242019082205
31,31.0,0.6377580564697473,0.999,0.0004094056854181131,0.2780341556652736,0.0,1.0,0.0,0.0,84.45766203469097,0.7829287137287447
32,32.0,0.641768714222537,0.999,0.00041763526381626725,0.28173359045536917,0.0,1.0,0.0,0.0,94.32756678247152,0.8056418292267438
33,33.0,0.6457421351455375,0.999,0.0004259352101467171,0.28544953770994136,0.0,1.0,0.0,0.0,86.79301799674379,0.7887694914120725
34,34.0,0.649677761586947,0.999,0.0004343041033729889,0.2891769328147615,0.0,1.0,0.0,0.0,92.1582360237546,0.8010667941972354
35,35.0,0.653575075943178,0.999,0.00044274051486945296,0.2929211199961503,0.0,1.0,0.0,0.0,88.55897693266351,0.7929816494236014
36,36.0,0.6574336003264789,0.999,0.0004512430104204271,0.29667286970110807,0.0,1.0,0.0,0.0,91.42981781371182,0.7994819001970727
37,37.0,0.6612528961594775,0.999,0.0004598101521668289,0.3004288683690927,0.0,1.0,0.0,0.0,90.98159124445125,0.7984940350837023
