,0
0,0.4995554504805363
1,0.5042490492245698
2,0.5089408994400444
3,0.5136295094858228
4,0.5183133928325688
5,0.522991070296437
6,0.5276610722480393
7,0.5323219407894213
8,0.5369722318920225
9,0.5416105174888366
10,0.5462353875141656
11,0.5508454518847123
12,0.5554393424160979
13,0.5600157146692062
14,0.564573249721143
15,0.569110655856061
16,0.5736266701714362
17,0.5781200600959261
18,0.5825896248153056
19,0.5870341966035223
20,0.5914526420562998
21,0.5958438632253146
22,0.6002067986512883
23,0.6045404242949766
24,0.6088437543653623
25,0.6131158420449093
26,0.6173557801121012
27,0.6215627014620014
28,0.6257357795258676
29,0.6298742285913882
30,0.6339773040252912
31,0.6380443024006324
32,0.6420745615311735
33,0.6460674604157489
34,0.6500224190956428
35,0.6539388984283053
36,0.6578163997809587
37,0.6616544646477724
38,0.6654526741945296
39,0.6692106487347252
40,0.6729280471412611
41,0.6766045661979015
42,0.6802399398947202
43,0.68383393867182
44,0.6873863686156138
45,0.6908970706118922
46,0.6943659194599464
47,0.6977928229518936
48,0.7011777209213129
49,0.7045205842652109
50,0.7078214139432181
51,0.7110802399578297
52,0.7142971203193608
53,0.7174721399991311
54,0.7206054098742977
55,0.7236970656675676
56,0.7267472668848567
57,0.7297561957538464
58,0.7327240561661471
59,0.7356510726257239
60,0.7385374892059176
61,0.7413835685173852
62,0.744189590689014
63,0.7469558523637063
64,0.7496826657108254
65,0.7523703574568762
66,0.7550192679358465
67,0.757629750160528
68,0.7602021689159131
69,0.7627368998757036
70,0.7652343287427533
71,0.7676948504142123
72,0.7701188681719535
73,0.7725067928987638
74,0.7748590423207086
75,0.7771760402759018
76,0.7794582160098872
77,0.7817060034976832
78,0.7839198407925044
79,0.7861001694010673
80,0.7882474336853196
81,0.7903620802903699
82,0.7924445575983269
83,0.7944953152077023
84,0.7965148034379911
85,0.7985034728589719
86,0.8004617738442652
87,0.7426565705641188
88,0.7452802413832924
89,0.7478684519840462
90,0.7504214925283281
91,0.7529396638243471
92,0.7554232766005711
93,0.7578726507975073
94,0.7602881148779053
95,0.7626700051559169
96,0.7650186651456858
97,0.7673344449297315
98,0.7696177005474147
99,0.7718687934037136
100,0.7740880896984352
101,0.7762759598759597
102,0.7784327780955212
103,0.7805589217219738
104,0.7826547708369666
105,0.7847207077703551
106,0.7867571166516718
107,0.7887643829814062
108,0.7907428932218448
109,0.7926930344071303
110,0.794615193772219
111,0.7965097584003709
112,0.7983771148887769
113,0.8002176490319108
114,0.7458609459317154
115,0.7482892651395139
116,0.7506862622641333
117,0.7530522086974872
118,0.7553873830303227
119,0.757692070516604
120,0.7599665625527284
121,0.7622111561718563
122,0.7644261535535805
123,0.7666118615490902
124,0.7687685912219677
125,0.7708966574046564
126,0.7729963782706486
127,0.7750680749223621
128,0.777112070994634
129,0.7791286922737642
130,0.7811182663319586
